,project_number,year_range,location_name,block_group,distance
502,[170 -02] 38309,2017-2021,On S Springfield Ave From W 59th Pl To W 61st Pl,170316501003,0.10104892604640697
503,[170 -02] 38309,2017-2021,On S Union Ave From W 106th St To W 105th St,170314911005,0.1443427744895801
504,[170 -02] 38309,2017-2021,On S Whipple St From W 107th St To W 106th St,170317401002,0.20152648757715358
505,[170 -02] 38309,2017-2021,On N Richmond St From N Lincoln Ave To W Peterson Ave,170310207011,0.2706057299899323
506,[170 -02] 38309,2017-2021,On W Leland Ave From N Kedzie Ave To N Spaulding Ave,170311407011,0.2038047648994246
507,[170 -02] 38309,2017-2021,On W Glenlake Ave From N Keeler Ave To N Tripp Ave,170311203002,0.10058980175841958
508,[170 -02] 38309,2017-2021,On W Cullerton St From S Karlov Ave To S Kostner Ave,170312925002,0.2026250306833673
509,[170 -02] 38309,2017-2021,On W Cullerton St From S Karlov Ave To S Kostner Ave,170312925003,0.40426885491549186
510,[170 -02] 38309,2017-2021,On W Cortland St From N Long Ave To N Luna Ave,170312503001,0.020678195304835743
511,[170 -02] 38309,2017-2021,On W Cortland St From N Long Ave To N Luna Ave,170312503004,0.282602138341106
512,[170 -02] 38309,2017-2021,On W 46th St From S Pulaski Rd To S Keeler Ave,170315702001,0.3964330614665013
513,[170 -02] 38309,2017-2021,On W 91st St From S Hoyne Ave To S Claremont Ave,170317201002,0.5416487349786543
514,[170 -02] 38309,2017-2021,On W 60th St From S Pulaski Rd To S Springfield Ave,170316502001,0.0062309517079782726
515,[170 -02] 38309,2017-2021,On W 60th St From S Pulaski Rd To S Springfield Ave,170316501004,0.20414278638911068
516,[170 -02] 38309,2017-2021,On W 54th St From S Kedzie Ave To S St Louis Ave,170316304003,0.0010640116299334736
517,[170 -02] 38309,2017-2021,On W 54th St From S Kedzie Ave To S St Louis Ave,170316303002,0.6066332100006409
518,[170 -02] 38309,2017-2021,On W Carmen Ave From N Kostner Ave To N Kilbourn Ave,170311404004,0.2106830921958436
519,[170 -02] 38309,2017-2021,On W Moffat St From N Leavitt St To N Hoyne Ave,170312222001,0.20048881617556533
520,[170 -02] 38309,2017-2021,On W Moffat St From N Leavitt St To N Hoyne Ave,170318322003,0.0007518428104813473
521,[170 -02] 38309,2017-2021,W Ainslie St And N Menard Ave,170311104002,0.001
522,[170 -02] 38309,2017-2021,On W School St From N Olcott Ave To N Oleander Ave,170311708002,0.0026005789157543323
523,[170 -02] 38309,2017-2021,On W School St From N Olcott Ave To N Oleander Ave,170311708003,0.09819828442300915
524,[170 -02] 38309,2017-2021,On W Wabansia Ave From N Narragansett Ave To N Nashville Ave,170312504005,0.0029982327253933808
525,[170 -02] 38309,2017-2021,On W Wabansia Ave From N Narragansett Ave To N Nashville Ave,170312505002,0.4034063498660477
526,[170 -02] 38309,2017-2021,On W Waveland Ave From N Lotus Ave To N Long Ave,170311507003,0.10037938327570595
527,[170 -02] 38309,2017-2021,On W Waveland Ave From N Lotus Ave To N Long Ave,170311507002,0.0006696198149726595
528,[170 -02] 38309,2017-2021,E 84th St And S Bennett Ave,170314503002,0.001
529,[170 -02] 38309,2017-2021,N Natoma Ave And W Argyle St,170311007002,0.001
530,[170 -02] 38309,2017-2021,N Rutherford Ave And W Argyle St,170311007003,0.001
531,[170 -02] 38309,2017-2021,S Bell Ave And W 91st St,170317201002,0.001
532,[170 -02] 38309,2017-2021,S Claremont Ave And W 91st St,170317201002,0.001
533,[170 -02] 38309,2017-2021,S Eggleston Ave And W 105th St,170314911001,0.001
534,[170 -02] 38309,2017-2021,W 106th St And S Sacramento Ave,170317401002,0.001
535,[170 -02] 38309,2017-2021,On W 32nd St From S Racine Ave To S Throop St,170316009003,0.0002457523782440223
536,[170 -02] 38309,2017-2021,On W 32nd St From S Racine Ave To S Throop St,170316009004,0.1991232971476124
537,[170 -02] 38309,2017-2021,On W 116th St From S Lafayette Ave To S State St,170315302001,0.10176574813771666
538,[170 -02] 38309,2017-2021,On N Sauganash Ave From W Peterson Ave To N Keeler Ave,170311203002,0.10148009555002382
539,[170 -02] 38309,2017-2021,On S Yale Ave From W 120th St To W 122nd St,170315305011,0.20024303099997023
540,[170 -02] 38309,2017-2021,On S Yale Ave From W 120th St To W 122nd St,170315305013,0.20726016071284023
541,[170 -02] 38309,2017-2021,W Maypole Ave And N Hamlin Blvd,170318368001,0.001
542,[170 -02] 38309,2017-2021,On N Campbell Ave From W Belle Plaine Ave To W Warner Ave,170310503002,0.10164194707088395
543,[170 -02] 38309,2017-2021,On N Campbell Ave From W Belle Plaine Ave To W Warner Ave,170310503001,0.0021095249597999433
544,[170 -02] 38309,2017-2021,On N Hoyne Ave From W Argyle St To W Ainslie St,170310404024,0.20310080064692673
545,[170 -02] 38309,2017-2021,On N Ionia Ave From W Fitch Ave To N Tonty Ave,170311201001,0.43094719603710696
546,[170 -02] 38309,2017-2021,On N Keeler Ave From W Ainslie St To W Argyle St,170311404001,0.11437587504705769
547,[170 -02] 38309,2017-2021,On N Keeler Ave From W Ainslie St To W Argyle St,170311404002,0.08739632025658507
548,[170 -02] 38309,2017-2021,On N Kennison Ave From N Kilbourn Ave To N Kolmar Ave,170311404004,0.0038611693230733673
549,[170 -02] 38309,2017-2021,On N Kennison Ave From N Kilbourn Ave To N Kolmar Ave,170311404005,0.16001516390441667
550,[170 -02] 38309,2017-2021,On N Kostner Ave From W Foster Ave To W Carmen Ave,170311404003,0.1390351875143552
551,[170 -02] 38309,2017-2021,On N Kostner Ave From W Foster Ave To W Carmen Ave,170311404004,0.058228094854153596
552,[170 -02] 38309,2017-2021,On N Leavitt St From W Armitage Ave To W Moffat St,170318322002,0.0012682714894289488
553,[170 -02] 38309,2017-2021,On N Leavitt St From W Armitage Ave To W Moffat St,170312222001,0.25332906261777655
554,[170 -02] 38309,2017-2021,On N Lotus Ave From W Bloomingdale Ave To W Cortland St,170312503004,0.14603671681199037
555,[170 -02] 38309,2017-2021,On W 106th St From S Green St To S Peoria St,170317307001,0.10071287597414802
556,[170 -02] 38309,2017-2021,On N Ottawa Ave From W Touhy Ave To W Chase Ave,170310902004,0.0012853754559915896
557,[170 -02] 38309,2017-2021,On N Ottawa Ave From W Touhy Ave To W Chase Ave,170310901003,0.20487090574104683
558,[170 -02] 38309,2017-2021,On S Green St From W 106th St To W 107th St,170317307001,0.2013272367869335
559,[170 -02] 38309,2017-2021,On S Green St From W 106th St To W 107th St,170317501001,0.00043232255451207223
560,[170 -02] 38309,2017-2021,On S Harvard Ave From W 120th St To W 122nd St,170315305011,0.20123413668093987
561,[170 -02] 38309,2017-2021,On S Harvard Ave From W 120th St To W 122nd St,170315305013,0.20822851427947042
562,[170 -02] 38309,2017-2021,On S Hoyne Ave From W 101st St To W 102nd St,170317203003,0.2162000736242953
563,[170 -02] 38309,2017-2021,On S Lawndale Ave From W 61st St To W 63rd St,170316501002,0.40173470834256525
564,[170 -02] 38309,2017-2021,On S Lawndale Ave From W 61st St To W 63rd St,170316503021,0.0003334215295546251
565,[170 -02] 38309,2017-2021,On S Oakley Ave From W 101st St To W 102nd St,170317203003,0.2016505256756398
566,[170 -02] 38309,2017-2021,On S Princeton Ave From W 120th St To W 122nd St,170315305011,0.20046433180109544
567,[170 -02] 38309,2017-2021,On S Princeton Ave From W 120th St To W 122nd St,170315305013,0.20396382010274475
568,[170 -02] 38309,2017-2021,On S Wabash Ave From E Marquette Rd To E 66th Pl,170316904004,1.8528767932514853e-05
569,[170 -02] 38309,2017-2021,On S Wabash Ave From E Marquette Rd To E 66th Pl,170318425001,0.14513832116790448
570,[170 -02] 38309,2017-2021,On N Monticello Ave From W Ohio St To W Ferdinand St,170312315003,0.2030453861294138
571,[170 -02] 38309,2017-2021,W Washington Blvd And N Pulaski Rd,170312601001,0.001
572,[170 -02] 38893,2017-2021,On N Drake Ave From W Huron St To W Chicago Ave,170312315004,0.20103613141387755
573,[170 -02] 38893,2017-2021,On N Drake Ave From W Huron St To W Chicago Ave,170312311001,0.003057818876016501
574,[170 -02] 38893,2017-2021,On W Augusta Blvd From N Trumbull Ave To N Drake Ave,170318366002,0.09944080910773825
575,[170 -02] 38893,2017-2021,On W Augusta Blvd From N Trumbull Ave To N Drake Ave,170312311001,0.10145679244293215
576,[170 -02] 39030,2017-2021,N Cicero Ave And W Lawrence Ave,170311204003,0.001
577,[170 -02] 39561,2017-2021,On E 96th St From S Houston Ave To S Marquette Ave,170315101001,0.5724005123506202
578,[170 -02] 39561,2017-2021,On E 96th St From S Houston Ave To S Marquette Ave,170315102001,0.11679384705946468
579,[170 -02] 39567,2017-2021,On N Northwest Hwy From N Oshkosh Ave To N Ozark Ave,170310902004,0.30376123952003514
580,[170 -02] 39567,2017-2021,On N Ozark Ave From N Northwest Hwy To N Olmsted Ave,170310902004,0.1253303142279156
581,[170 -02] 39567,2017-2021,On N Olympia Ave From N Oketo Ave To N Northwest Hwy,170310902002,0.005988047612801943
582,[170 -02] 39567,2017-2021,On N Olympia Ave From N Oketo Ave To N Northwest Hwy,170310902003,0.3460381774878119
583,[170 -02] 39568,2017-2021,On S Normal Ave From W 35th St To W Pershing Rd,170318400001,0.003132916040806745
584,[170 -02] 39568,2017-2021,On S Normal Ave From W 35th St To W Pershing Rd,170318400002,0.8029709932751538
585,[170 -02] 39568,2017-2021,On W 37th St From S Parnell Ave To S Normal Ave,170318399003,0.00015967992678990285
586,[170 -02] 39568,2017-2021,On W 37th St From S Parnell Ave To S Normal Ave,170318400002,0.10119280261509447
587,[170 -02] 39575,2017-2021,W Lawrence Ave And N Cicero Ave,170311204003,0.001
588,[170 -02] 40123,2017-2021,On N Leamington Ave From W Ferdinand St To W Ohio St,170312516003,0.22260236239965978
589,[170 -02] 40131,2017-2021,On S Troy St From W Jackson Blvd To W Fifth Ave,170312712001,0.1472349028049232
590,[170 -02] 40131,2017-2021,On W Jackson Blvd From S Kedzie Ave To S Albany Ave,170312713001,0.0020056332610057857
591,[170 -02] 40131,2017-2021,On W Jackson Blvd From S Kedzie Ave To S Albany Ave,170312712001,0.2013464465204322
592,[170 -02] 40131,2017-2021,On W Fifth Ave From S Troy St To S Albany Ave,170312712001,0.10793368746481478
593,[170 -02] 40133,2017-2021,On N Paulina St From W Farragut Ave To W Berwyn Ave,170310309004,0.10598179901341465
594,[170 -02] 40133,2017-2021,On N Paulina St From W Farragut Ave To W Berwyn Ave,170310309003,0.0007144185288206165
595,[170 -02] 40133,2017-2021,On W Farragut Ave From N Ravenswood Ave To N Paulina St,170310401001,0.051217673201197564
596,[170 -02] 40133,2017-2021,On W Farragut Ave From N Ravenswood Ave To N Paulina St,170310309004,0.1926620972350902
597,[170 -02] 40133,2017-2021,W Berwyn Ave And N Paulina St,170310309003,0.001
598,[170 -02] 40133,2017-2021,On W Winona St From N Winchester Ave To N Wolcott Ave,170310404021,0.11818120293690296
599,[170 -02] 40413,2017-2021,E 95th St And S Torrence Ave,170315102001,0.001
600,[170 -02] 40700,2017-2021,On N Hiawatha Ave From W Peterson Ave To N Forest Glen Avee,170311203004,0.027022416563690796
601,[170 -02] 40700,2017-2021,On N Hiawatha Ave From W Peterson Ave To N Forest Glen Avee,170311203005,0.000727048053992732
602,[170 -02] 40700,2017-2021,On N Monitor Ave From N Indian Rd To W Peterson Ave,170311101005,0.20505529339834408
603,[170 -02] 40700,2017-2021,On N Monitor Ave From N Indian Rd To W Peterson Ave,170311101004,0.0002446695124680678
604,[170 -02] 40700,2017-2021,On N Oriole Ave From W Jarvis Ave To W Birchwood Ave,170310901003,0.0005096401137738667
605,[170 -02] 40700,2017-2021,On N Oriole Ave From W Jarvis Ave To W Birchwood Ave,170310901004,0.20420887308396427
606,[170 -02] 40700,2017-2021,On N Overhill Ave From W Jarvis Ave To W Sherwin Ave,170310901004,0.00044035887919995363
607,[170 -02] 40700,2017-2021,On N Overhill Ave From W Jarvis Ave To W Sherwin Ave,170310901003,0.10130307119761954
608,[170 -02] 40700,2017-2021,On W Peterson Ave From N Monitor Ave To N Austin Ave,170311101004,0.3019531829065582
609,[170 -02] 40700,2017-2021,On W Peterson Ave From N Monitor Ave To N Austin Ave,170311001002,0.0026133082866991652
610,[170 -02] 40700,2017-2021,On N Leoti Ave From N Le Mai Ave To N Spokane Ave,170311202003,0.000580658185296849
611,[170 -02] 40700,2017-2021,On N Leoti Ave From N Le Mai Ave To N Spokane Ave,170311202002,0.3036954360972868
612,[170 -02] 40700,2017-2021,On N Octavia Ave From W Jarvis Ave To W Birchwood Ave,170310901001,0.19979454322192083
613,[170 -02] 40700,2017-2021,On N Ottawa Ave From W Jarvis Ave To W Chase Ave,170310901003,0.1999620105467169
614,[170 -02] 40700,2017-2021,On N Spokane Ave From N Leoti Ave To W Devon Ave,170311202002,0.06111389532582556
615,[170 -02] 40700,2017-2021,W Peterson Ave And N Kilbourn Ave,170311203005,0.001
616,[170 -02] 40717,2017-2021,On S Damen Ave From W 100th St To W 101st St,170317203001,0.2015123765309472
617,[170 -02] 40717,2017-2021,S Seeley Ave And W 101st St,170317203001,0.001
618,[170 -02] 40717,2017-2021,On S Leavitt St From W 101st St To W 102nd St,170317203003,0.2041784175887853
619,[170 -02] 40717,2017-2021,On W 101st St From S Damen Ave To S Bell Ave,170317203001,0.19988168542849316
620,[170 -02] 40717,2017-2021,On W 101st St From S Damen Ave To S Bell Ave,170317203003,0.33526866329654254
621,[170 -02] 40718,2017-2021,On E 61st St From S Langley Ave To S Rhodes Ave,170314205001,0.19878354104939552
622,[170 -02] 40718,2017-2021,On E 61st St From S Langley Ave To S Rhodes Ave,170314206002,0.0987125068941112
623,[170 -02] 40718,2017-2021,On S Drexel Ave From E 65th St To E 64th St,170314208002,0.0026265713717143415
624,[170 -02] 40718,2017-2021,On S Drexel Ave From E 65th St To E 64th St,170314208001,0.20824530655023368
625,[170 -02] 40718,2017-2021,On S Kingston Ave From E 74th St To E 75th St,170314313021,0.20620941182939193
626,[170 -02] 40718,2017-2021,850-910 E 64th St,170314208001,0.04798440548671977
627,[170 -02] 40718,2017-2021,On E 72nd St From S Phillips Ave To S Exchange Ave,170314307002,0.0508906085093265
628,[170 -02] 40718,2017-2021,On S Colfax Ave From E 74th St To E 75th St,170314313021,0.2133024309744636
629,[170 -02] 40718,2017-2021,On S Phillips Ave From E 73rd St To E 72nd St,170314307002,0.21235550064646608
630,[170 -02] 40773,2017-2021,On N Allen Ave From N Kimball Ave To N Milwaukee Ave,170312106012,0.0016498759624656658
631,[170 -02] 40773,2017-2021,On N Allen Ave From N Kimball Ave To N Milwaukee Ave,170312106023,0.38651975098230484
632,[170 -02] 40773,2017-2021,On W Barry Ave From N Bernard St To N Elbridge Ave,170312106013,0.07161836966856279
633,[170 -02] 40773,2017-2021,On W Barry Ave From N Elbridge Ave To N Drake Ave,170312106013,0.1319154545159344
634,[170 -02] 40773,2017-2021,N Lavergne Ave And W Cornelia Ave,170311510011,0.001
635,[170 -02] 40773,2017-2021,On N Bernard St From W Belmont Ave To W Barry Ave,170318311001,0.0007037557909755912
636,[170 -02] 40773,2017-2021,On N Bernard St From W Belmont Ave To W Barry Ave,170312106013,0.19942730826120483
637,[170 -02] 40773,2017-2021,On N Kilbourn Ave From W Diversey Ave To W Parker Ave,170312001003,0.0029869257178948023
638,[170 -02] 40773,2017-2021,On N Kilbourn Ave From W Diversey Ave To W Parker Ave,170312002004,0.11023871382540623
639,[170 -02] 40773,2017-2021,On W Barry Ave From N Bernard St To N Gresham Ave,170312106013,0.057241621940460015
640,[170 -02] 40774,2017-2021,On E 92nd St From S Cottage Grove Ave To S St Lawrence Ave,170314408002,0.00637177010874769
641,[170 -02] 40774,2017-2021,On E 92nd St From S Cottage Grove Ave To S St Lawrence Ave,170314409002,0.4000142757006459
642,[170 -02] 40774,2017-2021,On E 96th St From S Avalon Ave To S Woodlawn Ave,170315001001,0.1034249971177128
643,[170 -02] 40774,2017-2021,E 92nd St And S St Lawrence Ave,170314409002,0.001
644,[170 -02] 40774,2017-2021,On E 94th St From S Dr Martin Luther King Jr Dr To S Wabash Ave,170314903001,0.400702368734905
645,[170 -02] 40774,2017-2021,On E 94th St From S Dr Martin Luther King Jr Dr To S Wabash Ave,170314903002,0.2691485303181952
646,[170 -02] 40774,2017-2021,On S Avalon Ave From E 97th St To E 96th St,170315001002,0.013483327860856155
647,[170 -02] 40774,2017-2021,On S Avalon Ave From E 97th St To E 96th St,170315001001,0.17560544573941606
648,[170 -02] 40774,2017-2021,E 95th St And S Cottage Grove Ave,170314905001,0.001
649,[170 -02] 40775,2017-2021,On S Ada St From W 79th St To W 77th St,170317107001,0.20314832894289653
650,[170 -02] 40775,2017-2021,On S Ada St From W 79th St To W 77th St,170317102005,0.20097632664434512
651,[170 -02] 40775,2017-2021,On W 77th St From S Ada St To S Loomis Blvd,170317102005,0.13456383781458608
652,[170 -02] 40775,2017-2021,On W 77th St From S Ada St To S Loomis Blvd,170317103001,0.0007341678249092793
653,[170 -02] 40775,2017-2021,On W 77th St From S Loomis Blvd To S Bishop St,170317103001,0.13398520928457325
654,[170 -02] 40775,2017-2021,On W 86th St From S Bishop St To S Laflin St,170317111002,0.10064325365486772
655,[170 -02] 40775,2017-2021,On W 86th St From S Bishop St To S Laflin St,170317111003,0.0008387280267005561
656,[170 -02] 40775,2017-2021,On W 86th St From S Elizabeth St To S Throop St,170317111002,0.101830755177814
657,[170 -02] 40775,2017-2021,On W 86th St From S Racine Ave To S Elizabeth St,170317111002,0.10025697237206371
658,[170 -02] 40775,2017-2021,On S Bishop St From W 85th St To W 86th St,170317111002,0.20261825485022647
659,[170 -02] 40775,2017-2021,On W 77th St From S Ada St To S Throop St,170317102005,0.13438722497658248
660,[170 -02] 40775,2017-2021,On W 79th St From S Throop St To S Ada St,170317107001,0.0684528041664199
661,[170 -02] 40775,2017-2021,On W 86th St From S Bishop St To S Loomis Blvd,170317111002,0.09976735628540531
662,[170 -02] 40775,2017-2021,On W 86th St From S Laflin St To S Justine St,170317111003,0.10165036994843209
663,[170 -02] 40776,2017-2021,On E 82nd St From S Merrill Ave To S Jeffery Blvd,170314605004,0.2990283810944254
664,[170 -02] 40776,2017-2021,On E 82nd St From S Merrill Ave To S Jeffery Blvd,170314605005,0.00017043558495059938
665,[170 -02] 40777,2017-2021,On N Leavitt St From W Lawrence Ave To W Leland Ave,170310404014,0.004223640987527208
666,[170 -02] 40777,2017-2021,On N Leavitt St From W Lawrence Ave To W Leland Ave,170310406003,0.20234195632225294
667,[170 -02] 40777,2017-2021,N Seeley Ave And W Birchwood Ave,170310102012,0.001
668,[170 -02] 40777,2017-2021,On W Hollywood Ave From N Lincoln Ave To N Rockwell Ave,170310208013,0.3912757113388397
669,[170 -02] 40777,2017-2021,On W Hollywood Ave From N Lincoln Ave To N Rockwell Ave,170310208011,0.0008120354302478579
670,[170 -02] 40778,2017-2021,On E 101st St From S Avenue M To S Avenue L,170315202003,0.10309529194134207
671,[170 -02] 40778,2017-2021,On E 101st St From S Avenue N To S Avenue M,170315202002,0.0013307665282337084
672,[170 -02] 40778,2017-2021,On E 101st St From S Avenue N To S Avenue M,170315202003,0.09985703020608384
673,[170 -02] 40778,2017-2021,On S Avenue F From E 104th St To E 105th St,170315204001,0.20417604686389682
674,[170 -02] 40778,2017-2021,E 101st St And S Ewing Ave,170315202002,0.001
675,[170 -02] 40779,2017-2021,On S Perry Ave From W 112th St To W 113th St,170314913001,0.20245081524688713
676,[170 -02] 40779,2017-2021,On S Perry Ave From W 112th St To W 113th St,170314913002,0.0005334809369592136
677,[170 -02] 40779,2017-2021,On W 113th Pl From S Wentworth Ave To S Perry Ave,170314913003,0.0008657137787711574
678,[170 -02] 40779,2017-2021,On W 113th Pl From S Wentworth Ave To S Perry Ave,170314913002,0.17270664543631542
679,[170 -02] 40779,2017-2021,On W 128th Pl From S Halsted St To S Emerald Ave,170315305031,0.09547245543941026
680,[170 -02] 40779,2017-2021,On W 128th Pl From S Lowe Ave To S Wallace St,170315305031,0.0997367484290943
681,[170 -02] 40779,2017-2021,On W 112th Pl From S Perry Ave To S State St,170314913001,0.22564322982286203
682,[170 -02] 40779,2017-2021,On W 128th Pl From S Emerald Ave To S Lowe Ave,170315305031,0.19749385520730717
683,[170 -02] 40779,2017-2021,On W 128th Pl From S Halsted St To S Peoria St,170315305031,0.20660399281791667
684,[170 -02] 40779,2017-2021,S Halsted St And W 128th Pl,170315305031,0.001
685,[170 -02] 40780,2017-2021,On S Central Park Ave From W 86th St To W 87th St,170317004022,0.19632310158105554
686,[170 -02] 40780,2017-2021,On S Lawndale Ave From W 85th St To W 86th St,170317004022,0.20319748569756846
687,[170 -02] 40780,2017-2021,On W 68th St From S Kolmar Ave To S Kilbourn Ave,170316505003,0.08515769652170098
688,[170 -02] 40780,2017-2021,W 85th St And S Lawndale Ave,170317004022,0.001
689,[170 -02] 40780,2017-2021,On S Kolmar Ave From W Marquette Rd To W 68th St,170316505003,0.19721268460806268
690,[170 -02] 40780,2017-2021,On W 60th St From S Monitor Ave To S Mason Ave,170316403004,0.20293567035933374
691,[170 -02] 40780,2017-2021,On W 86th St From S Lawndale Ave To S Central Park Ave,170317004022,0.18143238612225407
692,[170 -02] 38307,2018-2022,On S Ada St From W 79th St To W 77th St,170317107001,0.20314832894289653
693,[170 -02] 38307,2018-2022,On S Ada St From W 79th St To W 77th St,170317102005,0.20097632664434512
694,[170 -02] 38307,2018-2022,On W 77th St From S Loomis Blvd To S Bishop St,170317103001,0.13398520928457325
695,[170 -02] 38307,2018-2022,On W 77th St From S Ada St To S Throop St,170317102005,0.13438722497658248
696,[170 -02] 38309,2018-2022,On E 86th St From S Jeffery Blvd To S Cregier Ave,170314503003,0.40144285607513586
697,[170 -02] 38309,2018-2022,On W 50th St From S Western Ave To S Oakley Ave,170316302001,0.003489423524454921
698,[170 -02] 38309,2018-2022,On W 50th St From S Western Ave To S Oakley Ave,170316301001,0.20194563414523325
699,[170 -02] 38309,2018-2022,On W 54th St From S Kenneth Ave To S Kolin Ave,170316202002,0.2072474084615502
700,[170 -02] 38309,2018-2022,On W 62nd St From S Hamlin Ave To S Lawndale Ave,170316501002,0.20201487431028964
701,[170 -02] 38309,2018-2022,On W Cortland St From N Sayre Ave To N Neva Ave,170312505004,0.15517052633724923
702,[170 -02] 38309,2018-2022,On W Cortland St From N Sayre Ave To N Neva Ave,170312505007,0.14994977768294226
703,[170 -02] 38309,2018-2022,On W Estes Ave From N Ionia Ave To N Mason Ave,170311201001,0.12020131856576073
704,[170 -02] 38309,2018-2022,On W Hirsch St From N Spaulding Ave To N Kedzie Ave,170312309001,0.2019064633842624
705,[170 -02] 38309,2018-2022,On W Madison St From S Francisco Ave To S Sacramento Blvd,170318370002,0.20461446167321276
706,[170 -02] 38309,2018-2022,On W Madison St From S Francisco Ave To S Sacramento Blvd,170318369001,0.0018112180137170655
707,[170 -02] 38309,2018-2022,On W Ohio St From N Kedzie Ave To N Albany Ave,170318367001,0.0021111639232288507
708,[170 -02] 38309,2018-2022,On W Ohio St From N Kedzie Ave To N Albany Ave,170318367002,0.2052398168396245
709,[170 -02] 38309,2018-2022,On W School St From N Octavia Ave To N Oconto Ave,170311708001,0.10177101008235077
710,[170 -02] 38309,2018-2022,On W School St From N Western Ave To N Claremont Ave,170310510001,0.09988097773783707
711,[170 -02] 38309,2018-2022,On W Washington Blvd From N Laramie Ave To N Latrobe Ave,170312518001,0.0029109431903051107
712,[170 -02] 38309,2018-2022,On W Washington Blvd From N Laramie Ave To N Latrobe Ave,170312519002,0.09759648341733322
713,[170 -02] 38309,2018-2022,On W Winnemac Ave From N Glenwood Ave To N Clark St,170310311003,0.2796736719896881
714,[170 -02] 38309,2018-2022,On W Winnemac Ave From N Glenwood Ave To N Clark St,170310310002,0.0008456866927071842
715,[170 -02] 38309,2018-2022,N Kentucky Ave And N Kilbourn Ave,170311404004,0.001
716,[170 -02] 38309,2018-2022,N Oketo Ave And W School St,170311708002,0.001
717,[170 -02] 38309,2018-2022,N Spaulding Ave And N Elston Ave,170311608002,0.001
718,[170 -02] 38309,2018-2022,S Christiana Ave And W 54th St,170316303002,0.001
719,[170 -02] 38309,2018-2022,S Drake Ave And W Cermak Rd,170318414002,0.001
720,[170 -02] 38309,2018-2022,S Lafayette Ave And W 122nd St,170315305014,0.001
721,[170 -02] 38309,2018-2022,S Perry Ave And W 122nd St,170315305014,0.001
722,[170 -02] 38309,2018-2022,W 60th St And W 62nd St,170318391001,0.001
723,[170 -02] 38309,2018-2022,On W 46th St From S Laflin St To S Bishop St,170318426002,0.10163729627707362
724,[170 -02] 38309,2018-2022,On W 122nd St From S Perry Ave To S Lafayette Ave,170315305014,0.09967016110808662
725,[170 -02] 38309,2018-2022,W Cullom Ave And N Campbell Ave,170310503003,0.001
726,[170 -02] 38309,2018-2022,On W 101st St From S Oakley Ave To S Bell Ave,170317203003,0.06725094914838955
727,[170 -02] 38309,2018-2022,On W 108th St From S Sacramento Ave To S Troy St,170317401003,0.2932473199461726
728,[170 -02] 38309,2018-2022,On N Fairfield Ave From W Augusta Blvd To W Iowa St,170312426004,0.20146808074445907
729,[170 -02] 38309,2018-2022,On N Hoyne Ave From W Moffat St To W Churchill St,170318322003,0.08271056048698132
730,[170 -02] 38309,2018-2022,On N Keeler Ave From N Sauganash Ave To W Glenlake Ave,170311203002,0.14653222181081693
731,[170 -02] 38309,2018-2022,On N Kenneth Ave From W Lawrence Ave To W Ainslie St,170311404004,0.2028381815319523
732,[170 -02] 38309,2018-2022,On N Kilbourn Ave From W Carmen Ave To N Kentucky Ave,170311404004,0.29727019968145196
733,[170 -02] 38309,2018-2022,On N Laporte Ave From W Palmer St To W Belden Ave,170311911004,0.20223301777437622
734,[170 -02] 38309,2018-2022,On N Leavitt St From W Waveland Ave To W Bradley Pl,170310505003,0.10033072544303395
735,[170 -02] 38309,2018-2022,On N Lotus Ave From W Addison St To W Waveland Ave,170311507003,0.20348072753091778
736,[170 -02] 38309,2018-2022,On N Lowell Ave From W Ainslie St To W Argyle St,170311404003,0.20208003130108826
737,[170 -02] 38309,2018-2022,On N Menard Ave From W Lawrence Ave To W Strong St,170311504011,0.10295890408054448
738,[170 -02] 38309,2018-2022,On N Menard Ave From W Lawrence Ave To W Strong St,170311104002,0.19728835923775098
739,[170 -02] 38309,2018-2022,On N Nordica Ave From W Devon Ave To W Albion Ave,170311002005,0.013163747891034082
740,[170 -02] 38309,2018-2022,On N Nordica Ave From W Devon Ave To W Albion Ave,170311002006,0.4559354270010815
741,[170 -02] 38309,2018-2022,On N Leamington Ave From W Grand Ave To W Dickens Ave,170311911006,0.1982495318496056
742,[170 -02] 38309,2018-2022,On S Bell Ave From W 101st St To W 102nd St,170317203003,0.2062658045336127
743,[170 -02] 38309,2018-2022,On S Dorchester Ave From E Hyde Park Blvd To E 50th St,170313906002,0.19549025336122766
744,[170 -02] 38309,2018-2022,On S Hartwell Ave From E Marquette Rd To E 66th Pl,170316904004,0.003415615467062628
745,[170 -02] 38309,2018-2022,On S Hartwell Ave From E Marquette Rd To E 66th Pl,170318425001,0.13800169231926707
746,[170 -02] 38309,2018-2022,On S Whipple St From W 107th St To W 106th St,170317401002,0.20152648757715358
747,[170 -02] 38309,2018-2022,On S Homan Ave From W 53rd St To W 54th Pl,170316303002,0.3023625192541366
748,[170 -02] 38309,2018-2022,On S Kenneth Ave From W 55th St To W 54th St,170316202002,0.20374055470311853
749,[170 -02] 38309,2018-2022,On S Michigan Ave From E Marquette Rd To E 66th Pl,170316904004,0.0017724723787775393
750,[170 -02] 38309,2018-2022,On S Michigan Ave From E Marquette Rd To E 66th Pl,170318425001,0.13853278198953164
751,[170 -02] 38309,2018-2022,On S Oakley Ave From W 50th St To W 50th Pl,170316301001,0.10097817747574059
