location_name,blockgroup_id,distance
On W 70th St From S Ashland Ave To S Justine St,'170316716002',0.088641399
On W 96th St From S Genoa Ave To S Carpenter St,'170317304001',0.072876085
On W Belle Plaine Ave From N Sacramento Ave To N Richmond St,'170311606021',0.043272551
On W Belle Plaine Ave From N Sacramento Ave To N Richmond St,'170311606023',0.057696732
On W Belle Plaine Ave From N Whipple St To N Albany Ave,'170311606022',0.099892287
On W Cullerton St From S Loomis St To S Throop St,'170313106003',0.204018848
On W Palmer St From N Mulligan Ave To N Natchez Ave,'170311913013',0.100319621
On W Palmer St From N Mulligan Ave To N Natchez Ave,'170318315002',0.199529439
On W Belle Plaine Ave From N Albany Ave To N Troy St,'170311606022',0.100555844
On W 116th Pl From S Western Ave To S Bell Ave,'170317505002',0.296311317
On N Rockwell St From W Berwyn Ave To W Summerdale Ave,'170310402022',0.100160062
On S Langley Ave From E 69th St To E 67th St,'170314212002',0.20317683
On S Langley Ave From E 69th St To E 67th St,'170314212001',0.199836629
On E 88th St From S Constance Ave To S Euclid Ave,'170314801002',0.201054821
On N Hudson Ave From W Chicago Ave To W Oak St,'170310819001',0.431561846
On N Marmora Ave From W Addison St To W Newport Ave,'170311506003',0.001085792
On N Marmora Ave From W Addison St To W Newport Ave,'170311512003',0.304952102
On S Wolcott Ave From W 77th St To W 78th St,'170317104005',0.206543008
On S Wolcott Ave From W 77th St To W 78th St,'170317104006',0.001537986
On N Meade Ave From W Belmont Ave To W Henderson St,'170311711002',0.304733206
On N Ridgeway Ave From W Berteau Ave To N Elston Ave,'170311604001',0.203290866
On N Ridgeway Ave From W Berteau Ave To N Elston Ave,'170311604002',0.025252929
On N Washtenaw Ave From W Berwyn Ave To W Foster Ave,'170310402022',0.10235239
On N Washtenaw Ave From W Berwyn Ave To W Foster Ave,'170310402012',0.100443606
On S Bishop St From W 92nd St To W 91st St,'170317302014',0.179532786
On S Bishop St From W 92nd St To W 91st St,'170317302013',0.022955162
On S Harding Ave From W 47th St To W 46th St,'170315701001',0.201928529
On N Olcott Ave From W Palatine Ave To W Devon Ave,'170311003005',0.177526782
On N Olcott Ave From W Palatine Ave To W Devon Ave,'170310903001',0.001863973
2232-2400 W 116th St,'170317504002',0.05178207
On S St Louis Ave From W 81st Pl To W Columbus Ave,'170317004011',0.015345819
On S Scottsdale Ave From W 81st St To S Knox Ave,'170317003013',0.099893757
On S Emerald Ave From W 75th St To W 79th St,'170317101001',0.604563942
On S Emerald Ave From W 75th St To W 79th St,'170316813003',0.194543627
On S Emerald Ave From W 75th St To W 79th St,'170317109001',0.001857067
On N Keystone Ave From W Peterson Ave To W Glenlake Ave,'170311302001',0.18845301
On W Byron St From N Newcastle Ave To N New England Ave,'170311703002',0.100838272
On W Barry Ave From N Osceola Ave To N Oketo Ave,'170311709001',0.101207184
On W Barry Ave From N Olcott Ave To N Osceola Ave,'170311709001',0.100603574
On W 57th St From S Spaulding Ave To S Homan Ave,'170316309001',0.102938531
On W 57th St From S Spaulding Ave To S Homan Ave,'170316309003',0.100863512
On S Kostner Ave From W 51st St To W 52nd St,'170315703004',0.002967166
On S Kostner Ave From W 51st St To W 52nd St,'170315705001',0.200716081
On N Olcott Ave From W Palatine Ave To W Hortense Ave,'170311003005',0.108491218
On N Olcott Ave From W Devon Ave To W Isham Ave,'170310903001',0.100984613
On N Oketo Ave From W Isham Ave To N Avondale Ave,'170310903001',0.087652971
On N Nordica Ave From W Berwyn Ave To W Farragut Ave,'170311006003',0.085712249
On W 52nd St From S Kostner Ave To S Keeler Ave,'170315705001',0.288673926
On W 52nd St From S Kostner Ave To S Keeler Ave,'170315705002',0.117956281
On W Byron St From N Newcastle Ave To N Oak Park Ave,'170311703002',0.116734371
On W Byron St From N Newcastle Ave To N Oak Park Ave,'170311703001',0.002909301
On W Berwyn Ave From N Nordica Ave To N Newland Ave,'170311006003',0.221152383
On W Barry Ave From N Oleander Ave To N Oriole Ave,'170311709001',0.100444234
On W Barry Ave From N Olcott Ave To N Oleander Ave,'170311709001',0.101875499
On W 57th St From S Kedzie Ave To S Spaulding Ave,'170316308002',0.001042789
On W 57th St From S Kedzie Ave To S Spaulding Ave,'170316309001',0.201741918
On N Olcott Ave From W Hortense Ave To W Devon Ave,'170311003005',0.069036011
On N Olcott Ave From W Hortense Ave To W Devon Ave,'170310903001',0.001863733
On N Pulaski Rd From W Glenlake Ave To W Granville Ave,'170311302001',0.197274689
On N Olcott Ave From W Belmont Ave To W Barry Ave,'170311708002',0.001099066
On N Olcott Ave From W Belmont Ave To W Barry Ave,'170311709001',0.195574288
On N Oak Park Ave From W Byron St To W Dakin St,'170311703001',0.067960325
On N Newcastle Ave From W Grace St To W Byron St,'170311703002',0.202349065
On W Glenlake Ave From N Keystone Ave To N Pulaski Rd,'170311302001',0.101014315
On W 51st St From S Kilbourn Ave To S Kostner Ave,'170315703004',0.203410085
On N Neva Ave From W Bryn Mawr Ave To W Talcott Ave,'170311006004',0.003671627
On N Neva Ave From W Bryn Mawr Ave To W Talcott Ave,'170311003001',0.252452196
On W Talcott Ave From N Neva Ave To N Ozanam Ave,'170311003006',0.468768465
On W Talcott Ave From N Neva Ave To N Ozanam Ave,'170311003002',0.505527368
On W Talcott Ave From N Neva Ave To N Ozanam Ave,'170311003001',0.150907994
On W Talcott Ave From N Neva Ave To N Ozanam Ave,'170311003004',0.014480617
On W Talcott Ave From N Neva Ave To N Ozanam Ave,'170311004001',0.409429061
On W Talcott Ave From N Harlem Ave To N Ozanam Ave,'170311003006',0.469694852
On W Talcott Ave From N Harlem Ave To N Ozanam Ave,'170311003002',0.5054551
On W Talcott Ave From N Harlem Ave To N Ozanam Ave,'170311004001',0.410305357
On W Talcott Ave From N Overhill Ave To N Oriole Ave,'170311004001',0.242582841
On E 93rd St From S Drexel Ave To S Ellis Ave,'170314701001',0.099853926
On S Drexel Ave From E 90th St To E 93rd St,'170314701002',0.19940714
On S Drexel Ave From E 90th St To E 93rd St,'170314701001',0.40643417
On W 57th St From S La Salle St To S Lafayette Ave,'170318346004',0.062333908
On W 57th St From S La Salle St To S Lafayette Ave,'170318345001',0.144146527
5600-5659 S Perry Ave,'170318345001',0.125046875
5600-5659 S Lafayette Ave,'170318345001',0.053954727
On E 106th St From S Vernon Ave To S Rhodes Ave,'170314909021',0.203851473
On S Eberhart Ave From E 106th St To E 105th St,'170314909021',0.204570318
On S Rhodes Ave From E 106th St To E 105th Pl,'170314909021',0.100461304
On S Vernon Ave From E 107th St To E 106th St,'170314909021',0.202456112
On E 108th St From S Eberhart Ave To S Rhodes Ave,'170314909011',0.101587029
On S Eberhart Ave From E 107th St To E 108th St,'170314909021',0.050498722
On S Eberhart Ave From E 107th St To E 108th St,'170314909011',0.152817175
On S Vernon Ave From E 106th St To E 105th St,'170314909021',0.202624656
On W 107th St From S Wood St To S Hale Ave,'170317502002',0.033894952
On W 107th St From S Wood St To S Hale Ave,'170317207001',0.185234035
10600-10700 S Hale Ave,'170317207001',0.228714155
10600-10700 S Hale Ave,'170317502002',0.035636432
On S Eggleston Ave From W 124th St To W 126th St,'170315305032',0.20049394
On S Eggleston Ave From W 124th St To W 126th St,'170315305033',0.204554115
On W 125th St From S Parnell Ave To S Wentworth Ave,'170315305021',0.199231037
On W 125th St From S Parnell Ave To S Wentworth Ave,'170315305033',0.24896359
On W 125th St From S Parnell Ave To S Wentworth Ave,'170315305032',0.32425866
On W 124th St From S Parnell Ave To S Eggleston Ave,'170315305032',0.20095655
On W 125th St From S Wentworth Ave To S Harvard Ave,'170315305021',0.199277363
On W 125th St From S Wentworth Ave To S Harvard Ave,'170315305032',0.099681942
On N Central Ave From W Berteau Ave To W Sunnyside Ave,'170311503005',0.303078058
On N Central Ave From W Berteau Ave To W Sunnyside Ave,'170311503006',0.311055898
On N Central Ave From W Berteau Ave To W Wilson Ave,'170311503007',0.145454487
On N Central Ave From W Berteau Ave To W Wilson Ave,'170311503005',0.303079312
On N Central Ave From W Berteau Ave To W Wilson Ave,'170311503006',0.411979074
On S Bishop St From W 116th St To W 118th St,'170315303004',0.405316249
On W 116th St From S Bishop St To S Ada St,'170315303004',0.100251247
On W 116th St From S Bishop St To S Ada St,'170315303003',0.099662523
On W 118th St From S Bishop St To S Justine St,'170315303004',0.204223236
On W 116th St From S Ada St To S Elizabeth St,'170315303003',0.202416408
On W 116th St From S Bishop St To S Justine St,'170315303004',0.203816449
On W 43rd St From S Drake Ave To S Kedzie Ave,'170315804001',0.696112917
On W 43rd St From S Drake Ave To S Kedzie Ave,'170315805023',0.000102717
On S Wentworth Ave From W 76th St To W 75th St,'170316912002',0.201831618
On S Wentworth Ave From W 76th St To W 75th St,'170316911002',0.001341375
On W 76th St From S Stewart Ave To S Wentworth Ave,'170316912001',0.182112927
On W 76th St From S Stewart Ave To S Wentworth Ave,'170316912002',0.220136031
On W 76th St From S Perry Ave To S Lafayette Ave,'170316912002',0.134625486
On S Honore St From W 88th St To W 87th St,'170317113001',0.197782458
On S Honore St From W 88th St To W 87th St,'170317112003',0.004268074
On N Sheridan Rd From W Birchwood Ave To W Devon Ave,'170310103003',0.249506336
On N Sheridan Rd From W Birchwood Ave To W Devon Ave,'170310103002',0.119630098
On N Sheridan Rd From W Birchwood Ave To W Devon Ave,'170310103001',0.242937015
On N Sheridan Rd From W Birchwood Ave To W Devon Ave,'170310105011',0.136486856
On N Sheridan Rd From W Birchwood Ave To W Devon Ave,'170310105022',0.183598931
On N Sheridan Rd From W Birchwood Ave To W Devon Ave,'170310105012',0.345417108
On N Sheridan Rd From W Birchwood Ave To W Devon Ave,'170310105031',0.253707394
On N Sheridan Rd From W Birchwood Ave To W Devon Ave,'170310105021',0.22309296
On N Sheridan Rd From W Birchwood Ave To W Devon Ave,'170310105013',0.274810271
On N Sheridan Rd From W Birchwood Ave To W Devon Ave,'170310105032',0.238642994
On W Thorndale Ave From N Sheridan Rd To N Glenwood Ave,'170310301014',0.000576596
On W Thorndale Ave From N Sheridan Rd To N Glenwood Ave,'170310301012',0.060021252
On W Thorndale Ave From N Sheridan Rd To N Glenwood Ave,'170310302002',0.106234531
On W Thorndale Ave From N Sheridan Rd To N Glenwood Ave,'170310305001',0.295303594
On W Thorndale Ave From N Sheridan Rd To N Glenwood Ave,'170310301013',0.115821016
On W Thorndale Ave From N Sheridan Rd To N Glenwood Ave,'170310301011',0.227625512
On E 69th St From S Anthony Ave To S Vernon Ave,'170316905001',0.041327539
On N Milwaukee Ave From W Catalpa Ave To W Farragut Ave,'170311102001',0.609126106
On N Milwaukee Ave From W Catalpa Ave To W Farragut Ave,'170311105014',0.000219341
On N Mobile Ave From W Gunnison St To W Argyle St,'170311103004',0.194880345
On N Mobile Ave From W Gunnison St To W Argyle St,'170311103005',0.200583349
On N Mobile Ave From W Gunnison St To W Argyle St,'170311505011',0.000178033
On N Mulligan Ave From W Peterson Ave To N Northwest Hwy,'170311001005',0.402181546
On N Mulligan Ave From W Peterson Ave To N Northwest Hwy,'170311001004',0.138007012
On N New England Ave From W Belmont Ave To W Wellington Ave,'170311710003',0.000546332
On N New England Ave From W Belmont Ave To W Wellington Ave,'170311801004',0.402818441
On N Newcastle Ave From W Belmont Ave To W Wellington Ave,'170311710003',0.00086074
On N Newcastle Ave From W Belmont Ave To W Wellington Ave,'170311801001',0.403529191
On N Newland Ave From W Dickens Ave To W Armitage Ave,'170312505005',0.202063811
On N Newland Ave From W Wrightwood Ave To W Grand Ave,'170318316002',0.402952158
On N Normandy Ave From W Barry Ave To W Wellington Ave,'170311801001',0.202950834
On N Oak Park Ave From W Altgeld St To W Grand Ave,'170318316005',0.201425699
On N Oconto Ave From W Thorndale Ave To W Talcott Ave,'170311003002',0.139423938
On N Olcott Ave From W Gregory St To W Catalpa Ave,'170311005001',0.033038584
On N Olcott Ave From W Gregory St To W Catalpa Ave,'170311005003',0.221809128
On N Melvina Ave From W Bloomingdale Ave To W Wabansia Ave,'170312504005',0.20297439
On N Paris Ave From W Grace St To W Waveland Ave,'170311705003',0.000603666
On N Paris Ave From W Grace St To W Waveland Ave,'170311705004',0.201768602
On N Sayre Ave From W Bloomingdale Ave To W North Ave,'170312505004',0.000672604
On N Sayre Ave From W Bloomingdale Ave To W North Ave,'170312505003',0.39773891
On N Springfield Ave From W Grand Ave To W Potomac Ave,'170312307003',0.080738489
On N Woodard St From N Milwaukee Ave To N Spaulding Ave,'170312106022',0.227346798
On N Woodard St From N Milwaukee Ave To N Spaulding Ave,'170312106021',0.148888668
6500-6526 N Neva Ave,'170311002006',0.082622947
On S Archer Ave From S Central Ave To S Long Ave,'170315607002',0.389843907
On S Archer Ave From S Linder Ave To S Long Ave,'170315607002',0.199574302
On S Ashland Ave From W Congress Pkwy To W Roosevelt Rd,'170318381003',0.105550579
On S Ashland Ave From W Congress Pkwy To W Roosevelt Rd,'170318382002',0.814466236
On S Blackstone Ave From E 74th St To E 75th St,'170314304004',0.201256575
On S Blackstone Ave From E 74th St To E 75th St,'170318342004',0.002006833
On S California Ave From W Monroe St To W Van Buren St,'170318370002',0.103683104
On S California Ave From W Monroe St To W Van Buren St,'170318370001',0.360129795
On S Carpenter St From W 71st St To W 72nd St,'170316811003',0.000791039
On S Carpenter St From W 71st St To W 72nd St,'170316814004',0.201735989
On S Dorchester Ave From E 70th St To E 71st St,'170314303003',0.20332727
On S Dorchester Ave From E 70th St To E 71st St,'170314304001',0.003634753
On S Emerald Ave From W 69th St To W 71st St,'170316812004',0.000653989
On S Emerald Ave From W 69th St To W 71st St,'170316812001',0.403488995
On N Point St From N California Ave To W Armitage Ave,'170312214002',0.166187588
On N Point St From N California Ave To W Armitage Ave,'170312214003',0.178540149
On N Mcclellan Ave From N Mandell Ave To N Meredith Ave,'170311201003',0.20415573
On S Fairfield Ave From W 80th St To W 81st St,'170317005013',0.203547876
On N Lockwood Ave From W Altgeld St To W Fullerton Ave,'170311907022',0.00134956
On N Lockwood Ave From W Altgeld St To W Fullerton Ave,'170311907023',0.199677828
On E 73rd St From S Blackstone Ave To S Stony Island Ave,'170314304003',0.183320012
On N Ada St From W Hubbard St To W Kinzie St,'170312434003',0.114086156
On N Ashland Ave From W Edgewater Ave To W Bryn Mawr Ave,'170310304002',0.268556479
On N Broadway From W Lawrence Ave To W Leland Ave,'170310312002',0.000341385
On N Broadway From W Lawrence Ave To W Leland Ave,'170318307002',0.218423948
On N Campbell Ave From W Wellington Ave To N Elston Ave,'170312109001',0.196373933
On N Cicero Ave From W Berenice Ave To W Warwick Ave,'170311508001',0.002147513
On N Cicero Ave From W Berenice Ave To W Warwick Ave,'170311508002',0.20008802
On N Lorel Ave From W Altgeld St To W Fullerton Ave,'170311912001',0.003787162
On N Lorel Ave From W Altgeld St To W Fullerton Ave,'170311907022',0.001475271
On N Lorel Ave From W Altgeld St To W Fullerton Ave,'170311907023',0.204676233
On N Damen Ave From W Carroll Ave To W Warren Blvd,'170318378002',0.606647568
On N Forest Glen Ave From N Ionia Ave To N Hiawatha Ave,'170311203006',0.158536763
On N Forest Glen Ave From N Ionia Ave To N Hiawatha Ave,'170311203005',0.044456405
On N Hamlin Ave From W School St To W Belmont Ave,'170318311004',0.202052048
On N Hiawatha Ave From N Lenox Ave To N Leader Ave,'170311202003',0.09951266
On N Hiawatha Ave From N Lenox Ave To N Leader Ave,'170311202004',0.100128486
On N Jersey Ave From W Ardmore Ave To W Bryn Mawr Ave,'170311303001',0.215801019
On N Jersey Ave From W Ardmore Ave To W Bryn Mawr Ave,'170318318005',0.000674711
On N Jersey Ave From W Ardmore Ave To W Bryn Mawr Ave,'170311303003',0.195787037
On N Clark St From W Arthur Ave To W Edgewater Ave,'170318306003',0.284182601
On N Clark St From W Arthur Ave To W Edgewater Ave,'170310304001',0.037740753
On N Clark St From W Arthur Ave To W Edgewater Ave,'170310303001',0.406660995
On N Clark St From W Arthur Ave To W Edgewater Ave,'170310303002',0.406667942
On N Clark St From W Arthur Ave To W Edgewater Ave,'170310305002',0.465634102
On N Keeler Ave From W Lake St To W Maypole Ave,'170312602001',0.126714669
On N Kilbourn Ave From W Roscoe St To W School St,'170311612001',0.001588455
On N Kilbourn Ave From W Roscoe St To W School St,'170311612002',0.200976815
On N Kimball Ave From W Fullerton Ave To W Schubert Ave,'170312206024',0.204593385
On N Kimball Ave From W Fullerton Ave To W Schubert Ave,'170312206011',0.176684923
On N Kimball Ave From W Fullerton Ave To W Schubert Ave,'170312206022',0.204040491
On N Kolmar Ave From W George St To W Diversey Ave,'170312001003',0.201795795
On N La Salle Dr From W Chicago Ave To W Oak St,'170310810005',0.437215125
On N Lansing Ave From N Forest Glen Ave To N Lemont Ave,'170311202004',0.370419041
On N Latrobe Ave From W Augusta Blvd To W Iowa St,'170312512004',0.002219338
On N Latrobe Ave From W Augusta Blvd To W Iowa St,'170312512002',0.201863941
On N Leamington Ave From W Berwyn Ave To W Foster Ave,'170311105013',0.20037571
On N Leona Ave From N Hiawatha Ave To N Caldwell Ave,'170311202003',0.40362902
On N Lincoln Ave From N St Louis Ave To N Jersey Ave,'170311301003',0.494544513
On N Lincoln Ave From W Devon Ave To N Drake Ave,'170311301003',0.12669196
On N Kedzie Ave From W Argyle St To W Ainslie St,'170311402001',0.203428495
On N Oconto Ave From W Howard St To W Birchwood Ave,'170310901001',0.20260487
On N Nottingham Ave From W School St To W Belmont Ave,'170311710006',0.201228999
On N Nordica Ave From W Waveland Ave To W Roscoe St,'170311703005',0.201942649
On N Nordica Ave From W Waveland Ave To W Roscoe St,'170311710006',0.403992999
On N Newland Ave From W Irving Park Rd To W Grace St,'170311701001',0.001569396
On N Newland Ave From W Irving Park Rd To W Grace St,'170311703003',0.41170705
On N Milwaukee Ave From W Carmen Ave To W Foster Ave,'170311105022',0.000748608
On N Milwaukee Ave From W Carmen Ave To W Foster Ave,'170311104001',0.217340099
On N New England Ave From W Diversey Ave To W Schubert Ave,'170311801003',0.004067539
On N New England Ave From W Diversey Ave To W Schubert Ave,'170318316001',0.200920354
On N Narragansett Ave From W Berenice Ave To W Warwick Ave,'170311702003',0.201013131
On N Monitor Ave From W Thomas St To W Augusta Blvd,'170312513004',0.201077975
On N Milwaukee Ave From W Diversey Ave To N Kedzie Ave,'170312205003',0.015321705
On N Milwaukee Ave From W Diversey Ave To N Kedzie Ave,'170312206023',0.333127031
On N Milwaukee Ave From W Diversey Ave To N Kedzie Ave,'170312206024',0.178746231
On N Newcastle Ave From W Bloomingdale Ave To W Wabansia Ave,'170312505004',0.000399359
On N Newcastle Ave From W Bloomingdale Ave To W Wabansia Ave,'170312505003',0.203167705
On N Octavia Ave From W Howard St To W Birchwood Ave,'170310901001',0.202487612
On S Drexel Ave From E 65th St To E 67th St,'170314208002',0.402375324
On S Drexel Ave From E 65th St To E 67th St,'170318418002',0.001125661
On N Paulina St From W Ainslie St To W Lawrence Ave,'170310310003',0.326100575
On N Pontiac Ave From W School St To W Belmont Ave,'170317608021',0.04250058
On N Pontiac Ave From W School St To W Belmont Ave,'170311706002',0.14609742
On N Springfield Ave From W Fullerton Ave To W Shakespeare Ave,'170312209021',0.407528762
On N Springfield Ave From W Fullerton Ave To W Shakespeare Ave,'170312207013',0.006004452
On N Springfield Ave From W Fullerton Ave To W Shakespeare Ave,'170312209013',0.098740132
On N Talman Ave From W Altgeld St To W Fullerton Ave,'170312203001',0.000556244
On N Talman Ave From W Altgeld St To W Fullerton Ave,'170312203002',0.202457902
On N Talman Ave From W Altgeld St To W Fullerton Ave,'170312214001',0.002128519
On S Ada St From W 50th St To W 51st St,'170316111003',0.001543881
On S Ada St From W 50th St To W 51st St,'170316111002',0.199959069
On S Archer Ave From S Damen Ave To S Paulina St,'170318403002',0.002050501
On S Archer Ave From S Damen Ave To S Paulina St,'170318404001',0.762167422
On S Ashland Ave From S Archer Ave To W Pershing Rd,'170318426002',0.002706682
On S Ashland Ave From S Archer Ave To W Pershing Rd,'170318404001',0.807444273
On S Ashland Ave From S Archer Ave To W Pershing Rd,'170315907002',0.81744272
On S Blackstone Ave From E 73rd St To E 73rd Pl,'170314304003',0.102597712
On S Blackstone Ave From E 81st St To E 82nd St,'170318343006',0.203155468
On S Calumet Ave From E 70th St To E 71st St,'170316904002',0.202092058
On S Calumet Ave From E 70th St To E 71st St,'170316910001',0.001089816
On S Crandon Ave From E 69th St To E 70th St,'170318439004',0.005816627
On S Crandon Ave From E 69th St To E 70th St,'170314301022',0.00231434
On S Crandon Ave From E 69th St To E 70th St,'170314301023',0.203074239
On N Meade Ave From W George St To W Diversey Ave,'170311904012',0.204920363
On N Paris Ave From W Addison St To W Forest Preserve Ave,'170311705004',0.000130831
On N Paris Ave From W Addison St To W Forest Preserve Ave,'170311706001',0.219418159
On N Lotus Ave From W Belmont Ave To W Wellington Ave,'170311903001',0.202992384
On N Lotus Ave From W Belmont Ave To W Wellington Ave,'170311511003',0.000763918
On N Lotus Ave From W Belmont Ave To W Wellington Ave,'170311903002',0.202364257
On N Kedzie Ave From W Walnut St To W Lake St,'170318368002',0.1145837
On N Lincoln Ave From W Devon Ave To N Jersey Ave,'170311301003',0.752328645
On S Evans Ave From E 67th St To E 69th St,'170314212001',0.200980588
On S Evans Ave From E 67th St To E 69th St,'170314212002',0.202378545
On E 69th St From S Langley Ave To S Cottage Grove Ave,'170314212002',0.203820168
On N Ada St From N Ogden Ave To W Madison St,'170318330002',0.714594217
On N Ada St From N Ogden Ave To W Madison St,'170318331003',0.008800008
On N Albany Ave From W Lawrence Ave To W Leland Ave,'170311408005',0.202168909
On N Bishop St From W Washington Blvd To W Madison St,'170318330002',0.149955179
On N Campbell Ave From W Altgeld St To W Fullerton Ave,'170318309002',0.197192274
On N Central Park Ave From W Grand Ave To W Iowa St,'170312312001',0.061456683
On N Central Park Ave From W Grand Ave To W Iowa St,'170312311001',0.491653454
On N Cumberland Ave From W Irving Park Rd To W Berteau Ave,'170317608021',0.180384555
On N Cumberland Ave From W Irving Park Rd To W Berteau Ave,'170311705002',0.216780192
On N Damen Ave From W Ohio St To W Superior St,'170312430001',0.281944292
On N Hamlin Ave From W Cornelia Ave To W Roscoe St,'170318311003',0.009410126
On N Hamlin Ave From W Cornelia Ave To W Roscoe St,'170318311002',0.189812816
On N Long Ave From W Wabansia Ave To W North Ave,'170312507005',0.00278607
On N Long Ave From W Wabansia Ave To W North Ave,'170312503003',0.002310965
On N Long Ave From W Wabansia Ave To W North Ave,'170312503002',0.203689764
On N Harding Ave From W Wrightwood Ave To W Altgeld St,'170312207022',0.057040876
On N Harding Ave From W Wrightwood Ave To W Altgeld St,'170312207013',0.149165015
On N Justine St From W Arbour Pl To W Lake St,'170318330002',0.323665369
On N Keene Ave From N Sauganash Ave To N Ionia Ave,'170311203006',0.199369744
On N Kildare Ave From W Lake St To W Maypole Ave,'170312603001',0.143455411
On N Kirby Ave From N Caldwell Ave To N Kercheval Ave,'170311203003',0.225103999
On N Kostner Ave From W Lake St To W Maypole Ave,'170312603001',0.166987131
On N Laflin St From W Arbour Pl To W Lake St,'170318330002',0.31132028
On N Laramie Ave From W Concord Pl To W North Ave,'170312502001',0.024160741
On N Laramie Ave From W Concord Pl To W North Ave,'170312503002',0.069079988
On N Lawndale Ave From W Argyle St To W Lawrence Ave,'170311403022',0.201016004
On N Lawndale Ave From W Argyle St To W Lawrence Ave,'170311403011',0.200441048
On N Leavitt St From W Kinzie St To W Grand Ave,'170312430002',0.236250346
On N Lincoln Ave From N Kedzie Ave To W Peterson Ave,'170310207021',0.006848228
On N Lincoln Ave From N Kedzie Ave To W Peterson Ave,'170310207024',0.173818393
On N Lincoln Ave From N Whipple St To W Bryn Mawr Ave,'170310402021',0.000420338
On N Lincoln Ave From N Whipple St To W Bryn Mawr Ave,'170310207012',0.35913551
On N Lincoln Ave From N Whipple St To W Bryn Mawr Ave,'170310208013',0.422134061
On N Lincoln Ave From N Whipple St To W Bryn Mawr Ave,'170310207011',0.263533101
On N Homan Ave From W Fulton Blvd To W Lake St,'170318368001',0.18619424
On S Greenwood Ave From E 65th St To E 67th St,'170318344003',0.405097957
On S Greenwood Ave From E 65th St To E 67th St,'170318418002',0.001256947
On S Hamilton Ave From S Archer Ave To W 37th St,'170315905001',0.327999082
On W 54th St From S Linder Ave To S Laramie Ave,'170315607001',0.609372371
On W 54th St From S Linder Ave To S Laramie Ave,'170318352001',0.00417053
On W 55th St From S Central Ave To S Laramie Ave,'170315607001',0.7627063
On W 55th St From S Central Ave To S Laramie Ave,'170318352001',0.00493992
On W 55th St From S Central Ave To S Laramie Ave,'170319801001',0.04081032
On W 57th St From S Hermitage Ave To S Ashland Ave,'170316703002',0.099140899
On W 57th St From S Hermitage Ave To S Ashland Ave,'170316703001',0.194778394
On W 57th St From S Mobile Ave To S Mason Ave,'170315611003',0.004350657
On W 57th St From S Mobile Ave To S Mason Ave,'170315611004',0.303304877
On W 57th St From S Mobile Ave To S Mason Ave,'170315611005',0.303056655
On W 57th St From S Mobile Ave To S Mason Ave,'170315611006',0.051440352
On W 59th St From S Kedzie Ave To S Rockwell St,'170316309001',0.00015667
On W 59th St From S Kedzie Ave To S Rockwell St,'170316308004',0.808913035
On W 59th St From S Kedzie Ave To S Rockwell St,'170318351003',0.302531546
On W 59th St From S Kedzie Ave To S Rockwell St,'170318351004',0.101082315
On W 59th St From S Narragansett Ave To S Melvina Ave,'170315611005',0.03763134
On W 59th St From S Narragansett Ave To S Melvina Ave,'170316403006',0.063362106
On W 59th St From S Narragansett Ave To S Melvina Ave,'170315611006',0.302823274
On W 60th St From S Paulina St To S Ashland Ave,'170316707001',0.193349571
On W 62nd St From S New England Ave To S Oak Park Ave,'170316404002',0.25585416
On W 74th St From S St Louis Ave To S Homan Ave,'170316611005',0.137961805
On W 74th St From S St Louis Ave To S Homan Ave,'170316611002',0.067620518
On W 83rd St From S St Louis Ave To S Homan Ave,'170317004011',0.201706955
On W 83rd St From S St Louis Ave To S Homan Ave,'170317004014',0.00062554
On W 87th St From S Paulina St To S Ashland Ave,'170317112002',0.201510618
On W 87th St From S Paulina St To S Ashland Ave,'170317111003',0.005584877
On W 54th St From S Central Ave To S Linder Ave,'170315607001',0.195410347
On W Ainslie St From N Lavergne Ave To N Cicero Ave,'170311105022',0.000777151
On W Ainslie St From N Lavergne Ave To N Cicero Ave,'170311204003',0.398011503
On W Arthur Ave From N Harlem Ave To N Neva Ave,'170311002006',0.155614032
On W Belmont Ave From N Oconto Ave To N Harlem Ave,'170311708001',0.09826263
On W Belmont Ave From N Oconto Ave To N Harlem Ave,'170311710006',0.00306565
On W Berenice Ave From N Narragansett Ave To N Mobile Ave,'170311702003',0.201491682
On W Carroll Ave From N Homan Ave To N Albany Ave,'170318368002',0.404451267
On W Carroll Ave From N Homan Ave To N Albany Ave,'170318368001',0.001772385
On W Carroll Ave From N Homan Ave To N Albany Ave,'170318371001',0.203437285
On W Catalpa Ave From N Paulina St To N Ashland Ave,'170310309001',0.209302821
On W Congress Pkwy From S Wood St To S Ashland Ave,'170318381003',0.402179043
On W Eddy St From N Austin Ave To N Marmora Ave,'170311512003',0.201394138
On W Gunnison St From N Menard Ave To N Central Ave,'170311504013',1.92E-06
On W Gunnison St From N Menard Ave To N Central Ave,'170311104002',0.261830396
On W Gunnison St From N Menard Ave To N Central Ave,'170311105021',0.002432267
On W Gunnison St From N Menard Ave To N Central Ave,'170311504011',0.178484499
On W Henderson St From N Melvina Ave To N Meade Ave,'170311711002',0.202660362
On W Lake St From N California Ave To N Washtenaw Ave,'170318371002',0.203100356
On W Lake St From N Central Park Ave To N Sacramento Blvd,'170318368002',0.406967821
On W Lake St From N Central Park Ave To N Sacramento Blvd,'170318368001',0.473906914
On W Lake St From N Central Park Ave To N Sacramento Blvd,'170318371001',0.408179598
