,all_locations,api_address,lat_long,location_object,quality
1547,S Racine Ave And W 103rd St,"S Racine Ave & W 103rd St, Chicago, IL 60643","[41.706829, -87.652563]","<[OK] Bing - Geocode [S Racine Ave & W 103rd St, Chicago, IL 60643]>",RoadIntersection
1317,S Racine Ave And W 104th St,"S Racine Ave & W 104th St, Chicago, IL 60643","[41.7050091, -87.6525209]","<[OK] Bing - Geocode [S Racine Ave & W 104th St, Chicago, IL 60643]>",RoadIntersection
3273,S Racine Ave And W 105th St,"S Racine Ave & W 105th St, Chicago, IL 60643","[41.703179, -87.652414]","<[OK] Bing - Geocode [S Racine Ave & W 105th St, Chicago, IL 60643]>",RoadIntersection
117,S Racine Ave And W 108th St,"S Racine Ave & W 108th St, Chicago, IL 60643","[41.697694, -87.652272]","<[OK] Bing - Geocode [S Racine Ave & W 108th St, Chicago, IL 60643]>",RoadIntersection
2330,S Racine Ave And W 110th St,"S Racine Ave & W 110th St, Chicago, IL 60643","[41.6941041, -87.6521567]","<[OK] Bing - Geocode [S Racine Ave & W 110th St, Chicago, IL 60643]>",RoadIntersection
890,S Racine Ave And W 31st St,"S Racine Ave & W 31st St, Chicago, IL 60608","[41.837935, -87.656016]","<[OK] Bing - Geocode [S Racine Ave & W 31st St, Chicago, IL 60608]>",RoadIntersection
2880,S Racine Ave And W 33rd St,"S Racine Ave & W 33rd St, Chicago, IL 60608","[41.834273, -87.655902]","<[OK] Bing - Geocode [S Racine Ave & W 33rd St, Chicago, IL 60608]>",RoadIntersection
2197,S Racine Ave And W 57th St,"S Racine Ave & W 57th St, Chicago, IL 60636","[41.790551, -87.654783]","<[OK] Bing - Geocode [S Racine Ave & W 57th St, Chicago, IL 60636]>",RoadIntersection
4059,S Racine Ave And W 59th St,"S Racine Ave & W 59th St, Chicago, IL 60636","[41.786903, -87.654716]","<[OK] Bing - Geocode [S Racine Ave & W 59th St, Chicago, IL 60636]>",RoadIntersection
1599,S Racine Ave And W 77th St,"S Racine Ave & W 77th St, Chicago, IL 60620","[41.754139, -87.653843]","<[OK] Bing - Geocode [S Racine Ave & W 77th St, Chicago, IL 60620]>",RoadIntersection
3536,S Racine Ave And W 78th St,"S Racine Ave & W 78th St, Chicago, IL 60620","[41.752318, -87.653791]","<[OK] Bing - Geocode [S Racine Ave & W 78th St, Chicago, IL 60620]>",RoadIntersection
1548,S Racine Ave And W 79th St,"S Racine Ave & W 79th St, Chicago, IL 60620","[41.750498, -87.653762]","<[OK] Bing - Geocode [S Racine Ave & W 79th St, Chicago, IL 60620]>",RoadIntersection
3487,S Racine Ave And W 80th St,"S Racine Ave & W 80th St, Chicago, IL 60620","[41.748675, -87.653704]","<[OK] Bing - Geocode [S Racine Ave & W 80th St, Chicago, IL 60620]>",RoadIntersection
294,S Racine Ave And W 85th St,"S Racine Ave & W 85th St, Chicago, IL 60620","[41.739565, -87.653451]","<[OK] Bing - Geocode [S Racine Ave & W 85th St, Chicago, IL 60620]>",RoadIntersection
2428,S Racine Ave And W 86th St,"S Racine Ave & W 86th St, Chicago, IL 60620","[41.737744, -87.653399]","<[OK] Bing - Geocode [S Racine Ave & W 86th St, Chicago, IL 60620]>",RoadIntersection
1177,S Racine Ave And W Congress Pkwy,"S Racine Ave & W Congress Pkwy, Chicago, IL 60607","[41.87536, -87.656894]","<[OK] Bing - Geocode [S Racine Ave & W Congress Pkwy, Chicago, IL 60607]>",RoadIntersection
3140,S Racine Ave And W Flournoy St,"S Racine Ave & W Flournoy St, Chicago, IL 60607","[41.873267, -87.656913]","<[OK] Bing - Geocode [S Racine Ave & W Flournoy St, Chicago, IL 60607]>",RoadIntersection
1230,S Racine Ave And W Madison St,"S Racine Ave & W Madison St, Chicago, IL 60607","[41.881598, -87.657148]","<[OK] Bing - Geocode [S Racine Ave & W Madison St, Chicago, IL 60607]>",RoadIntersection
3191,S Racine Ave And W Van Buren St,"S Racine Ave & W Van Buren St, Chicago, IL 60607","[41.876548, -87.657085]","<[OK] Bing - Geocode [S Racine Ave & W Van Buren St, Chicago, IL 60607]>",RoadIntersection
2670,S Rhodes Ave And E 105th Pl,"S Rhodes Ave & E 105th Pl, Chicago, IL 60628","[41.7027843, -87.6099824]","<[OK] Bing - Geocode [S Rhodes Ave & E 105th Pl, Chicago, IL 60628]>",RoadIntersection
658,S Rhodes Ave And E 106th St,"S Rhodes Ave & E 106th St, Chicago, IL 60628","[41.701881, -87.609959]","<[OK] Bing - Geocode [S Rhodes Ave & E 106th St, Chicago, IL 60628]>",RoadIntersection
1178,S Rhodes Ave And E 83rd St,"S Rhodes Ave & E 83rd St, Chicago, IL 60619","[41.74387, -87.611098]","<[OK] Bing - Geocode [S Rhodes Ave & E 83rd St, Chicago, IL 60619]>",RoadIntersection
3141,S Rhodes Ave And E 84th St,"S Rhodes Ave & E 84th St, Chicago, IL 60619","[41.7420391, -87.6114531]","<[OK] Bing - Geocode [S Rhodes Ave & E 84th St, Chicago, IL 60619]>",RoadIntersection
1231,S Rhodes Ave And E 86th St,"S Rhodes Ave & E 86th St, Chicago, IL 60619","[41.7383865, -87.6113368]","<[OK] Bing - Geocode [S Rhodes Ave & E 86th St, Chicago, IL 60619]>",RoadIntersection
3192,S Rhodes Ave And E 87th St,"S Rhodes Ave & E 87th St, Chicago, IL 60619","[41.736554, -87.611305]","<[OK] Bing - Geocode [S Rhodes Ave & E 87th St, Chicago, IL 60619]>",RoadIntersection
1600,S Richmond St And W 54th St,"S Richmond St & W 54th St, Chicago, IL 60632","[41.7954711, -87.6975108]","<[OK] Bing - Geocode [S Richmond St & W 54th St, Chicago, IL 60632]>",RoadIntersection
3537,S Richmond St And W 55th St,"S Richmond St & W 55th St, Chicago, IL 60632","[41.793658, -87.697447]","<[OK] Bing - Geocode [S Richmond St & W 55th St, Chicago, IL 60632]>",RoadIntersection
1549,S Richmond St And W 79th St,"S Richmond St & W 79th St, Chicago, IL 60652","[41.749793, -87.696302]","<[OK] Bing - Geocode [S Richmond St & W 79th St, Chicago, IL 60652]>",RoadIntersection
836,S Richmond St And W 80th St,"S Richmond St & W 80th St, Chicago, IL 60652","[41.748073, -87.696234]","<[OK] Bing - Geocode [S Richmond St & W 80th St, Chicago, IL 60652]>",RoadIntersection
2830,S Richmond St And W 81st St,"S Richmond St & W 81st St, Chicago, IL 60652","[41.7462543, -87.6961907]","<[OK] Bing - Geocode [S Richmond St & W 81st St, Chicago, IL 60652]>",RoadIntersection
1834,S Ridgeland Ave And E 79th St,"S Ridgeland Ave & E 79th St, Chicago, IL 60617","[41.751541, -87.581685]","<[OK] Bing - Geocode [S Ridgeland Ave & E 79th St, Chicago, IL 60617]>",RoadIntersection
1179,S Ridgeland Ave And E 90th St,"S Ridgeland Ave & E 90th St, Chicago, IL 60617","[41.731513, -87.581603]","<[OK] Bing - Geocode [S Ridgeland Ave & E 90th St, Chicago, IL 60617]>",RoadIntersection
3142,S Ridgeland Ave And E 91st St,"S Ridgeland Ave & E 91st St, Chicago, IL 60617","[41.729694, -87.581578]","<[OK] Bing - Geocode [S Ridgeland Ave & E 91st St, Chicago, IL 60617]>",RoadIntersection
3744,S Ridgeland Ave And S South Chicago Ave,"S Ridgeland Ave & S South Chicago Ave, Chicago, IL 60617","[41.7487191, -87.5817103]","<[OK] Bing - Geocode [S Ridgeland Ave & S South Chicago Ave, Chicago, IL 60617]>",RoadIntersection
1232,S Ridgeway Ave And W 15th St,"S Ridgeway Ave & W 15th St, Chicago, IL 60623","[41.86077, -87.718907]","<[OK] Bing - Geocode [S Ridgeway Ave & W 15th St, Chicago, IL 60623]>",RoadIntersection
1180,S Ridgeway Ave And W 26th St,"S Ridgeway Ave & W 26th St, Chicago, IL 60623","[41.844344, -87.718463]","<[OK] Bing - Geocode [S Ridgeway Ave & W 26th St, Chicago, IL 60623]>",RoadIntersection
3143,S Ridgeway Ave And W 27th St,"S Ridgeway Ave & W 27th St, Chicago, IL 60623","[41.84251, -87.718399]","<[OK] Bing - Geocode [S Ridgeway Ave & W 27th St, Chicago, IL 60623]>",RoadIntersection
1865,S Ridgeway Ave And W 78th Pl,"S Ridgeway Ave & W 78th Pl, Chicago, IL 60652","[41.7504735, -87.7161817]","<[OK] Bing - Geocode [S Ridgeway Ave & W 78th Pl, Chicago, IL 60652]>",RoadIntersection
3790,S Ridgeway Ave And W 78th St,"S Ridgeway Ave & W 78th St, Chicago, IL 60652","[41.7514572, -87.7161997]","<[OK] Bing - Geocode [S Ridgeway Ave & W 78th St, Chicago, IL 60652]>",RoadIntersection
1884,S Ridgeway Ave And W 79th St,"S Ridgeway Ave & W 79th St, Chicago, IL 60652","[41.749678, -87.716168]","<[OK] Bing - Geocode [S Ridgeway Ave & W 79th St, Chicago, IL 60652]>",RoadIntersection
3193,S Ridgeway Ave And W Ogden Ave,"S Ridgeway Ave & W Ogden Ave, Chicago, IL 60623","[41.853165, -87.718713]","<[OK] Bing - Geocode [S Ridgeway Ave & W Ogden Ave, Chicago, IL 60623]>",RoadIntersection
3774,S Ridgeway Ave And W Pippin St,"S Ridgeway Ave & W Pippin St, Chicago, IL 60652","[41.7536129, -87.7162912]","<[OK] Bing - Geocode [S Ridgeway Ave & W Pippin St, Chicago, IL 60652]>",RoadIntersection
3815,S Ridgewood Ct And E 54th St,"S Ridgewood Ct & E 54th St, Chicago, IL 60615","[41.7980349, -87.5926175]","<[OK] Bing - Geocode [S Ridgewood Ct & E 54th St, Chicago, IL 60615]>",RoadIntersection
1926,S Ridgewood Ct And E 55th St,"S Ridgewood Ct & E 55th St, Chicago, IL 60615","[41.795604, -87.591704]","<[OK] Bing - Geocode [S Ridgewood Ct & E 55th St, Chicago, IL 60615]>",RoadIntersection
1233,S Rockwell St And W 18th St,"S Rockwell St & W 18th St, Chicago, IL 60608","[41.8574115, -87.6906617]","<[OK] Bing - Geocode [S Rockwell St & W 18th St, Chicago, IL 60608]>",RoadIntersection
3194,S Rockwell St And W 19th St,"S Rockwell St & W 19th St, Chicago, IL 60608","[41.855603, -87.690638]","<[OK] Bing - Geocode [S Rockwell St & W 19th St, Chicago, IL 60608]>",RoadIntersection
1454,S Rockwell St And W 54th St,"S Rockwell St & W 54th St, Chicago, IL 60632","[41.7956308, -87.6889636]","<[OK] Bing - Geocode [S Rockwell St & W 54th St, Chicago, IL 60632]>",RoadIntersection
3395,S Rockwell St And W 55th St,"S Rockwell St & W 55th St, Chicago, IL 60632","[41.793818, -87.688925]","<[OK] Bing - Geocode [S Rockwell St & W 55th St, Chicago, IL 60632]>",RoadIntersection
1550,S Rockwell St And W 70th St,"S Rockwell St & W 70th St, Chicago, IL 60629","[41.766445, -87.688205]","<[OK] Bing - Geocode [S Rockwell St & W 70th St, Chicago, IL 60629]>",RoadIntersection
3488,S Rockwell St And W 71st St,"S Rockwell St & W 71st St, Chicago, IL 60629","[41.764616, -87.688148]","<[OK] Bing - Geocode [S Rockwell St & W 71st St, Chicago, IL 60629]>",RoadIntersection
891,S Rutherford Ave And W 51st St,"S Rutherford Ave & W 51st St, Chicago, IL 60638","[41.7995428, -87.7904815]","<[OK] Bing - Geocode [S Rutherford Ave & W 51st St, Chicago, IL 60638]>",RoadIntersection
2881,S Rutherford Ave And W 52nd St,"S Rutherford Ave & W 52nd St, Chicago, IL 60638","[41.7977357, -87.7905068]","<[OK] Bing - Geocode [S Rutherford Ave & W 52nd St, Chicago, IL 60638]>",RoadIntersection
1601,S Sacramento Ave And W 54th St,"S Sacramento Ave & W 54th St, Chicago, IL 60632","[41.7954271, -87.6987178]","<[OK] Bing - Geocode [S Sacramento Ave & W 54th St, Chicago, IL 60632]>",RoadIntersection
3538,S Sacramento Ave And W 55th St,"S Sacramento Ave & W 55th St, Chicago, IL 60632","[41.79364, -87.698663]","<[OK] Bing - Geocode [S Sacramento Ave & W 55th St, Chicago, IL 60632]>",RoadIntersection
1551,S Sacramento Ave And W 79th St,"S Sacramento Ave & W 79th St, Chicago, IL 60652","[41.749771, -87.697518]","<[OK] Bing - Geocode [S Sacramento Ave & W 79th St, Chicago, IL 60652]>",RoadIntersection
3489,S Sacramento Ave And W 80th St,"S Sacramento Ave & W 80th St, Chicago, IL 60652","[41.748058, -87.697469]","<[OK] Bing - Geocode [S Sacramento Ave & W 80th St, Chicago, IL 60652]>",RoadIntersection
1602,S Saginaw Ave And E 127th St,"S Saginaw Ave & E 127th St, Chicago, IL 60633","[41.664669, -87.558075]","<[OK] Bing - Geocode [S Saginaw Ave & E 127th St, Chicago, IL 60633]>",RoadIntersection
3539,S Saginaw Ave And E 128th St,"S Saginaw Ave & E 128th St, Chicago, IL 60633","[41.662849, -87.558057]","<[OK] Bing - Geocode [S Saginaw Ave & E 128th St, Chicago, IL 60633]>",RoadIntersection
1784,S Saginaw Ave And E 87th St,"S Saginaw Ave & E 87th St, Chicago, IL 60617","[41.737265, -87.559954]","<[OK] Bing - Geocode [S Saginaw Ave & E 87th St, Chicago, IL 60617]>",RoadIntersection
3701,S Saginaw Ave And E 88th St,"S Saginaw Ave & E 88th St, Chicago, IL 60617","[41.7354537, -87.5596946]","<[OK] Bing - Geocode [S Saginaw Ave & E 88th St, Chicago, IL 60617]>",RoadIntersection
536,S St Lawrence Ave And E 83rd St,"S Saint Lawrence Ave & E 83rd St, Chicago, IL 60619","[41.743893, -87.60989]","<[OK] Bing - Geocode [S Saint Lawrence Ave & E 83rd St, Chicago, IL 60619]>",RoadIntersection
2590,S St Lawrence Ave And E 84th St,"S Saint Lawrence Ave & E 84th St, Chicago, IL 60619","[41.7420497, -87.6098173]","<[OK] Bing - Geocode [S Saint Lawrence Ave & E 84th St, Chicago, IL 60619]>",RoadIntersection
2419,S St Lawrence Ave And E 91st Pl,"S Saint Lawrence Ave & E 91st Pl, Chicago, IL 60619","[41.7283613, -87.609464]","<[OK] Bing - Geocode [S Saint Lawrence Ave & E 91st Pl, Chicago, IL 60619]>",RoadIntersection
282,S St Lawrence Ave And E 92nd Pl,"S Saint Lawrence Ave & E 92nd Pl, Chicago, IL 60619","[41.7265458, -87.6094193]","<[OK] Bing - Geocode [S Saint Lawrence Ave & E 92nd Pl, Chicago, IL 60619]>",RoadIntersection
2225,S St Louis Ave And W 26th St,"S Saint Louis Ave & W 26th St, Chicago, IL 60623","[41.8444335, -87.7123412]","<[OK] Bing - Geocode [S Saint Louis Ave & W 26th St, Chicago, IL 60623]>",RoadIntersection
4087,S St Louis Ave And W 31st St,"S Saint Louis Ave & W 31st St, Chicago, IL 60623","[41.837139, -87.712103]","<[OK] Bing - Geocode [S Saint Louis Ave & W 31st St, Chicago, IL 60623]>",RoadIntersection
2283,S St Louis Ave And W 76th St,"S Saint Louis Ave & W 76th St, Chicago, IL 60652","[41.7551703, -87.7098815]","<[OK] Bing - Geocode [S Saint Louis Ave & W 76th St, Chicago, IL 60652]>",RoadIntersection
56,S St Louis Ave And W 80th Pl,"S Saint Louis Ave & W 80th Pl, Chicago, IL 60652","[41.7469494, -87.7096541]","<[OK] Bing - Geocode [S Saint Louis Ave & W 80th Pl, Chicago, IL 60652]>",RoadIntersection
103,S St. Louis Ave. And W 81st Pl,"S Saint Louis Ave & W 81st Pl, Chicago, IL 60652","[41.74515, -87.709606]","<[OK] Bing - Geocode [S Saint Louis Ave & W 81st Pl, Chicago, IL 60652]>",RoadIntersection
625,S St Louis Ave And W 81st Pl,"S Saint Louis Ave & W 81st Pl, Chicago, IL 60652","[41.74515, -87.709606]","<[OK] Bing - Geocode [S Saint Louis Ave & W 81st Pl, Chicago, IL 60652]>",RoadIntersection
454,S St Louis Ave And W 83rd Pl,"S Saint Louis Ave & W 83rd Pl, Chicago, IL 60652","[41.7414764, -87.70948]","<[OK] Bing - Geocode [S Saint Louis Ave & W 83rd Pl, Chicago, IL 60652]>",RoadIntersection
137,S St Louis Ave And W Columbus Ave,"S Saint Louis Ave & W Columbus Ave, Chicago, IL 60652","[41.745012, -87.709608]","<[OK] Bing - Geocode [S Saint Louis Ave & W Columbus Ave, Chicago, IL 60652]>",RoadIntersection
2317,S St. Louis Ave. And W Columbus Ave,"S Saint Louis Ave & W Columbus Ave, Chicago, IL 60652","[41.745012, -87.709608]","<[OK] Bing - Geocode [S Saint Louis Ave & W Columbus Ave, Chicago, IL 60652]>",RoadIntersection
1552,S Sangamon St And W Monroe St,"S Sangamon St & W Monroe St, Chicago, IL 60607","[41.880456, -87.65083]","<[OK] Bing - Geocode [S Sangamon St & W Monroe St, Chicago, IL 60607]>",RoadIntersection
3490,S Sangamon St And W Van Buren St,"S Sangamon St & W Van Buren St, Chicago, IL 60607","[41.876648, -87.650725]","<[OK] Bing - Geocode [S Sangamon St & W Van Buren St, Chicago, IL 60607]>",RoadIntersection
3491,S Sawyer Ave And S Archer Ave,"S Sawyer Ave & S Archer Ave, Chicago, IL 60632","[41.813578, -87.705143]","<[OK] Bing - Geocode [S Sawyer Ave & S Archer Ave, Chicago, IL 60632]>",RoadIntersection
1603,S Sawyer Ave And W 23rd St,"S Sawyer Ave & W 23rd St, Chicago, IL 60623","[41.849947, -87.7064083]","<[OK] Bing - Geocode [S Sawyer Ave & W 23rd St, Chicago, IL 60623]>",RoadIntersection
1181,S Sawyer Ave And W 24th St,"S Sawyer Ave & W 24th St, Chicago, IL 60623","[41.848123, -87.706356]","<[OK] Bing - Geocode [S Sawyer Ave & W 24th St, Chicago, IL 60623]>",RoadIntersection
3144,S Sawyer Ave And W 25th St,"S Sawyer Ave & W 25th St, Chicago, IL 60623","[41.8463168, -87.7062979]","<[OK] Bing - Geocode [S Sawyer Ave & W 25th St, Chicago, IL 60623]>",RoadIntersection
1553,S Sawyer Ave And W 46th St,"S Sawyer Ave & W 46th St, Chicago, IL 60632","[41.809943, -87.70525]","<[OK] Bing - Geocode [S Sawyer Ave & W 46th St, Chicago, IL 60632]>",RoadIntersection
1604,S Sawyer Ave And W 51st St,"S Sawyer Ave & W 51st St, Chicago, IL 60632","[41.800844, -87.704979]","<[OK] Bing - Geocode [S Sawyer Ave & W 51st St, Chicago, IL 60632]>",RoadIntersection
3540,S Sawyer Ave And W 52nd St,"S Sawyer Ave & W 52nd St, Chicago, IL 60632","[41.799018, -87.704916]","<[OK] Bing - Geocode [S Sawyer Ave & W 52nd St, Chicago, IL 60632]>",RoadIntersection
136,S Scottsdale Ave And S Knox Ave,"S Scottsdale Ave & S Knox Ave, Chicago, IL 60652","[41.7462465, -87.7378105]","<[OK] Bing - Geocode [S Scottsdale Ave & S Knox Ave, Chicago, IL 60652]>",RoadIntersection
258,S Seeley Ave And W 101st Pl,"S Seeley Ave & W 101st Pl, Chicago, IL 60643","[41.7090229, -87.6737223]","<[OK] Bing - Geocode [S Seeley Ave & W 101st Pl, Chicago, IL 60643]>",RoadIntersection
473,S Seeley Ave And W 101st St,"S Seeley Ave & W 101st St, Chicago, IL 60643","[41.7101644, -87.6736224]","<[OK] Bing - Geocode [S Seeley Ave & W 101st St, Chicago, IL 60643]>",RoadIntersection
837,S Seeley Ave And W 35th St,"S Seeley Ave & W 35th St, Chicago, IL 60609","[41.8303897, -87.676512]","<[OK] Bing - Geocode [S Seeley Ave & W 35th St, Chicago, IL 60609]>",RoadIntersection
2831,S Seeley Ave And W 37th St,"S Seeley Ave & W 37th St, Chicago, IL 60609","[41.8267409, -87.6764177]","<[OK] Bing - Geocode [S Seeley Ave & W 37th St, Chicago, IL 60609]>",RoadIntersection
1554,S Seeley Ave And W 47th St,"S Seeley Ave & W 47th St, Chicago, IL 60609","[41.808531, -87.67594]","<[OK] Bing - Geocode [S Seeley Ave & W 47th St, Chicago, IL 60609]>",RoadIntersection
3492,S Seeley Ave And W 48th St,"S Seeley Ave & W 48th St, Chicago, IL 60609","[41.806705, -87.675885]","<[OK] Bing - Geocode [S Seeley Ave & W 48th St, Chicago, IL 60609]>",RoadIntersection
1605,S Seeley Ave And W 50th St,"S Seeley Ave & W 50th St, Chicago, IL 60609","[41.8030586, -87.6757658]","<[OK] Bing - Geocode [S Seeley Ave & W 50th St, Chicago, IL 60609]>",RoadIntersection
3541,S Seeley Ave And W 51st St,"S Seeley Ave & W 51st St, Chicago, IL 60609","[41.801244, -87.675735]","<[OK] Bing - Geocode [S Seeley Ave & W 51st St, Chicago, IL 60609]>",RoadIntersection
892,S South Chicago Ave And E 71st St,"S South Chicago Ave & E 71st St, Chicago, IL 60619","[41.7656871, -87.60506795]","<[OK] Bing - Geocode [S South Chicago Ave & E 71st St, Chicago, IL 60619]>",RoadIntersection
2832,S South Chicago Ave And E 74th St,"S South Chicago Ave & E 74th St, Chicago, IL 60619","[41.760435, -87.597968]","<[OK] Bing - Geocode [S South Chicago Ave & E 74th St, Chicago, IL 60619]>",RoadIntersection
3703,S South Chicago Ave And S Essex Ave,"S South Chicago Ave & S Essex Ave, Chicago, IL 60617","[41.7357226, -87.5637192]","<[OK] Bing - Geocode [S South Chicago Ave & S Essex Ave, Chicago, IL 60617]>",RoadIntersection
1788,S South Chicago Ave And S Kingston Ave,"S South Chicago Ave & S Kingston Ave, Chicago, IL 60617","[41.735061, -87.5628349]","<[OK] Bing - Geocode [S South Chicago Ave & S Kingston Ave, Chicago, IL 60617]>",RoadIntersection
404,S Springfield Ave And W 59th Pl,"S Springfield Ave & W 59th Pl, Chicago, IL 60629","[41.78505, -87.720468]","<[OK] Bing - Geocode [S Springfield Ave & W 59th Pl, Chicago, IL 60629]>",RoadIntersection
2512,S Springfield Ave And W 61st Pl,"S Springfield Ave & W 61st Pl, Chicago, IL 60629","[41.7814254, -87.7203878]","<[OK] Bing - Geocode [S Springfield Ave & W 61st Pl, Chicago, IL 60629]>",RoadIntersection
147,S Springfield Ave And W 78th St,"S Springfield Ave & W 78th St, Chicago, IL 60652","[41.7513995, -87.7203551]","<[OK] Bing - Geocode [S Springfield Ave & W 78th St, Chicago, IL 60652]>",RoadIntersection
1318,S State St And E 104th St,"S State St & E 104th St, Chicago, IL 60628","[41.705338, -87.623484]","<[OK] Bing - Geocode [S State St & E 104th St, Chicago, IL 60628]>",RoadIntersection
1555,S State St And E 84th St,"S State St & E 84th St, Chicago, IL 60619","[41.741845, -87.624312]","<[OK] Bing - Geocode [S State St & E 84th St, Chicago, IL 60619]>",RoadIntersection
3493,S State St And E 86th St,"S State St & E 86th St, Chicago, IL 60619","[41.73818, -87.624216]","<[OK] Bing - Geocode [S State St & E 86th St, Chicago, IL 60619]>",RoadIntersection
2441,S State St And W 111th St,"S State St & W 111th St, Chicago, IL 60628","[41.692582, -87.623105]","<[OK] Bing - Geocode [S State St & W 111th St, Chicago, IL 60628]>",RoadIntersection
310,S State St And W 112th St,"S State St & W 112th St, Chicago, IL 60628","[41.690774, -87.623056]","<[OK] Bing - Geocode [S State St & W 112th St, Chicago, IL 60628]>",RoadIntersection
893,S State St And W 113th St,"S State St & W 113th St, Chicago, IL 60628","[41.68896, -87.623007]","<[OK] Bing - Geocode [S State St & W 113th St, Chicago, IL 60628]>",RoadIntersection
2883,S State St And W 114th St,"S State St & W 114th St, Chicago, IL 60628","[41.687136, -87.622959]","<[OK] Bing - Geocode [S State St & W 114th St, Chicago, IL 60628]>",RoadIntersection
1606,S Stewart Ave And W 80th St,"S Stewart Ave & W 80th St, Chicago, IL 60620","[41.74895, -87.634249]","<[OK] Bing - Geocode [S Stewart Ave & W 80th St, Chicago, IL 60620]>",RoadIntersection
3542,S Stewart Ave And W 81st St,"S Stewart Ave & W 81st St, Chicago, IL 60620","[41.7471483, -87.6342201]","<[OK] Bing - Geocode [S Stewart Ave & W 81st St, Chicago, IL 60620]>",RoadIntersection
2198,S Stony Island Ave And E 56th St,"S Stony Island Ave & E 56th St, Chicago, IL 60637","[41.7934035, -87.5866159]","<[OK] Bing - Geocode [S Stony Island Ave & E 56th St, Chicago, IL 60637]>",RoadIntersection
1234,S Stony Island Ave And E 90th St,"S Stony Island Ave & E 90th St, Chicago, IL 60617","[41.731452, -87.585098]","<[OK] Bing - Geocode [S Stony Island Ave & E 90th St, Chicago, IL 60617]>",RoadIntersection
3195,S Stony Island Ave And E 91st St,"S Stony Island Ave & E 91st St, Chicago, IL 60617","[41.729603, -87.585507]","<[OK] Bing - Geocode [S Stony Island Ave & E 91st St, Chicago, IL 60617]>",RoadIntersection
1556,S Talman Ave And W 50th St,"S Talman Ave & W 50th St, Chicago, IL 60632","[41.802898, -87.690384]","<[OK] Bing - Geocode [S Talman Ave & W 50th St, Chicago, IL 60632]>",RoadIntersection
3494,S Talman Ave And W 51st St,"S Talman Ave & W 51st St, Chicago, IL 60632","[41.801088, -87.690335]","<[OK] Bing - Geocode [S Talman Ave & W 51st St, Chicago, IL 60632]>",RoadIntersection
1597,S Talman Ave And W 55th St,"S Talman Ave & W 55th St, Chicago, IL 60629","[41.793788, -87.690133]","<[OK] Bing - Geocode [S Talman Ave & W 55th St, Chicago, IL 60629]>",RoadIntersection
3534,S Talman Ave And W 56th St,"S Talman Ave & W 56th St, Chicago, IL 60629","[41.7919245, -87.6901364]","<[OK] Bing - Geocode [S Talman Ave & W 56th St, Chicago, IL 60629]>",RoadIntersection
4088,S Throop St And S Archer Ave,"S Throop St & S Archer Ave, Chicago, IL 60608","[41.843514, -87.654134]","<[OK] Bing - Geocode [S Throop St & S Archer Ave, Chicago, IL 60608]>",RoadIntersection
1844,S Throop St And W 122nd St,"S Throop St & W 122nd St, Chicago, IL 60643","[41.6721845, -87.6539045]","<[OK] Bing - Geocode [S Throop St & W 122nd St, Chicago, IL 60643]>",RoadIntersection
2226,S Throop St And W 31st St,"S Throop St & W 31st St, Chicago, IL 60608","[41.837892, -87.6584553]","<[OK] Bing - Geocode [S Throop St & W 31st St, Chicago, IL 60608]>",RoadIntersection
1557,S Throop St And W 47th St,"S Throop St & W 47th St, Chicago, IL 60609","[41.80874, -87.657691]","<[OK] Bing - Geocode [S Throop St & W 47th St, Chicago, IL 60609]>",RoadIntersection
3495,S Throop St And W 48th St,"S Throop St & W 48th St, Chicago, IL 60609","[41.806916, -87.657609]","<[OK] Bing - Geocode [S Throop St & W 48th St, Chicago, IL 60609]>",RoadIntersection
1827,S Throop St And W 81st St,"S Throop St & W 81st St, Chicago, IL 60620","[41.746795, -87.656049]","<[OK] Bing - Geocode [S Throop St & W 81st St, Chicago, IL 60620]>",RoadIntersection
3737,S Throop St And W 82nd St,"S Throop St & W 82nd St, Chicago, IL 60620","[41.744993, -87.656028]","<[OK] Bing - Geocode [S Throop St & W 82nd St, Chicago, IL 60620]>",RoadIntersection
1914,S Throop St And W 95th St,"S Throop St & W 95th St, Chicago, IL 60620","[41.721361, -87.655395]","<[OK] Bing - Geocode [S Throop St & W 95th St, Chicago, IL 60620]>",RoadIntersection
3809,S Throop St And W 98th St,"S Throop St & W 98th St, Chicago, IL 60643","[41.7158674, -87.6552362]","<[OK] Bing - Geocode [S Throop St & W 98th St, Chicago, IL 60643]>",RoadIntersection
3547,S Throop St And W Adams St,"S Throop St & W Adams St, Chicago, IL 60607","[41.87906, -87.6594455]","<[OK] Bing - Geocode [S Throop St & W Adams St, Chicago, IL 60607]>",RoadIntersection
1182,S Throop St And W Madison St,"S Throop St & W Madison St, Chicago, IL 60607","[41.8815324, -87.6595915]","<[OK] Bing - Geocode [S Throop St & W Madison St, Chicago, IL 60607]>",RoadIntersection
3145,S Throop St And W Van Buren St,"S Throop St & W Van Buren St, Chicago, IL 60607","[41.8764684, -87.6594045]","<[OK] Bing - Geocode [S Throop St & W Van Buren St, Chicago, IL 60607]>",RoadIntersection
1560,S Tripp Ave And W 27th St,"S Tripp Ave & W 27th St, Chicago, IL 60623","[41.842339, -87.730596]","<[OK] Bing - Geocode [S Tripp Ave & W 27th St, Chicago, IL 60623]>",RoadIntersection
